max_depth,num_rounds_boosting,train_mse,val_mse
4,1,0.558034398289,0.5476740025
4,2,0.3605522116,0.355183816729
4,3,0.256709422225,0.2543890969
4,4,0.201689013604,0.201302974224
4,5,0.170345227441,0.171721558449
4,6,0.151301550625,0.153641264841
4,7,0.140170867236,0.143287232089
4,8,0.1326634929,0.136363287076
4,9,0.127284119361,0.1312540441
4,10,0.123246634225,0.127626848001
4,11,0.120220999441,0.124779204081
4,12,0.117801341284,0.122239039129
4,13,0.115303710096,0.119947239556
4,14,0.113632364836,0.118302290401
4,15,0.111111555556,0.115823147584
4,16,0.109659660201,0.1145348649
4,17,0.108271928209,0.113099035204
4,18,0.106387521241,0.111247597444
4,19,0.1055210256,0.110404681984
4,20,0.104168853504,0.109113944976
4,21,0.103510836361,0.108495795769
4,22,0.102790130881,0.1077743241
4,23,0.101944826944,0.107131181481
4,24,0.100744664409,0.105806427841
4,25,0.100076689801,0.105176327481
4,26,0.099476529201,0.104562336321
4,27,0.098954914041,0.104033986849
4,28,0.098289147121,0.103344246784
4,29,0.097817566564,0.102942797409
4,30,0.096999856704,0.102128180625
4,31,0.096003924025,0.101067403921
4,32,0.095532300889,0.100641852081
4,33,0.0950920569,0.100257089956
4,34,0.094707600516,0.099911623744
4,35,0.094029316164,0.099222480016
4,36,0.093698434404,0.098920314256
4,37,0.093362024704,0.098571509521
4,38,0.092916451684,0.098072943556
4,39,0.092551025284,0.097731889641
4,40,0.092044278544,0.097310930809
4,41,0.091564944409,0.096993627844
4,42,0.091169575249,0.096644509129
4,43,0.090714211344,0.096232725796
4,44,0.090250974724,0.095874452496
4,45,0.090097226244,0.095738879889
4,46,0.0895625329,0.095109943201
4,47,0.089273073796,0.0949132864
4,48,0.088879111876,0.094580236521
4,49,0.088394425344,0.094276632025
4,50,0.088165049476,0.094087587169
4,51,0.087923517361,0.093945315025
4,52,0.087652115721,0.093675784225
4,53,0.087222171556,0.093227019561
4,54,0.0867950521,0.092830511761
4,55,0.086455993156,0.092561369121
4,56,0.086212117161,0.092302338969
4,57,0.0860190241,0.0921183201
4,58,0.085870683369,0.092007268929
4,59,0.085561515081,0.091786579369
4,60,0.08532241,0.091587943225
4,61,0.085171752964,0.091453017744
4,62,0.084575690761,0.090953512225
4,63,0.084447197604,0.090857030625
4,64,0.084200369929,0.090618458841
4,65,0.08398404,0.090475225681
4,66,0.083529092196,0.090022801444
4,67,0.083277262084,0.0898081024
4,68,0.082924417156,0.089612218609
4,69,0.082716636025,0.089482944769
4,70,0.082553357041,0.089315506449
4,71,0.0819905956,0.088742622609
4,72,0.081842910724,0.088667568441
4,73,0.081636489841,0.088496135289
4,74,0.081263194489,0.088132984384
4,75,0.081169149604,0.088043351841
4,76,0.081054659401,0.087992323225
4,77,0.080908389136,0.087879045136
4,78,0.080484555204,0.087407739904
4,79,0.080176754025,0.087186144529
4,80,0.079922117025,0.086993142916
4,81,0.079819245529,0.086906450401
4,82,0.079558407721,0.086763826249
4,83,0.079401659089,0.0866536969
