saleno,address,price,neighborhood,borough,status,date,num_beds,num_baths,num_sqft,type,url,monthly_cost,amenities_list,transit_list,gps_coordinates,school_district,building_name,built_date,building_num_units,building_url
1242835,227_34th_street_#3f,615000,greenwood,brooklyn,current,,1,1,,condo,http://streeteasy.com/sale/1242835,316.0,washer_dryer_in_unit storage_available dishwasher storage_available balcony,DNR_at_36th_st_0.14_miles R_at_25th_st_0.43_miles R_at_45th_st_0.56_miles D_at_9th_av_0.68_miles R_at_prospect_av_0.85_miles,40.6546 -74.0015,15,227_34th_street,2007,7,http://streeteasy.com/building/227-34-street-brooklyn
1247124,465_state_street,4750000,boerum_hill,brooklyn,current,,5,4.5,3938,townhouse,http://streeteasy.com/sale/1247124,525.0,washer_dryer_in_unit balcony terrace,2345_at_nevins_st_0.14_miles BDNRQ2345_at_atlantic_av_0.17_miles LIRR_at_flatbush_avenue_0.17_miles BDNRQ2345_at_pacific_st_0.2_miles G_at_fulton_st_0.23_miles,40.6862 -73.9805,15,465_state_street,1899,2,http://streeteasy.com/building/465-state-street-brooklyn
1242791,115_king_street,2875000,red_hook,brooklyn,current,,4,3,2722,townhouse,http://streeteasy.com/sale/1242791,801.0,laundry_in_building parking_available storage_available fireplace storage_available deck roof_deck,FG_at_smith_9th_st_0.76_miles FG_at_carroll_st_0.83_miles FG_at_bergen_st_1.19_miles FGR_at_4_av_9_st_1.27_miles R_at_prospect_av_1.31_miles,40.6778 -74.0114,,115_king_street_brooklyn_ny_11231,1970,7,http://streeteasy.com/other_property/115-king-street-brooklyn
1234483,220_madison_avenue_#2d,475000,midtown_south,manhattan,in_contract,,studio,1,500,co_op,http://streeteasy.com/sale/1234483,1080.0,elevator full_time_doorman bike_room garage_parking laundry_in_building live_in_super parking_available storage_available storage_available deck roof_deck,6_at_33rd_st_0.22_miles BDFM7_at_5th_av_0.27_miles BDFMNQR_at_34th_st_herald_square_0.29_miles S4567_at_grand_central_0.32_miles PATH_at_33rd_street_station_0.33_miles,40.7496 -73.9821,2,the_john_murray_house_220_madison_avenue,1941,198,http://streeteasy.com/building/the-john-murray-house
1247483,37_30_73st_#5g,380000,jackson_heights,queens,current,,1,1,,sponsor_unit,http://streeteasy.com/sale/1247483,715.0,laundry_in_building live_in_super,EFMR7_at_broadway_74th_st_0.11_miles EFMR7_at_roosevelt_av_jackson_hts_0.14_miles 7_at_fisk_av_69th_st_0.2_miles MR_at_65th_st_0.25_miles 7_at_82nd_st_jackson_heights_0.48_miles,40.748 -73.893,30,37_30_73rd_street,1962,85,http://streeteasy.com/building/37_30-73-street-jackson_heights
1235593,64_05_yellowstone_boulevard_#415a,549000,forest_hills,queens,delisted,2016-09-09 09:07:37 -0400,1,1,,resale,http://streeteasy.com/sale/1235593,541.0,elevator full_time_doorman pets_allowed children's_playroom cold_storage concierge gym laundry_in_building parking_available community_recreation_facilities storage_available dishwasher,MR_at_67th_av_0.4_miles MR_at_63rd_drive_0.52_miles EFMR_at_71st_av_0.87_miles MR_at_woodhaven_blvd_0.94_miles LIRR_at_forest_hills_0.95_miles,40.7322 -73.8518,,novo_64_64_05_yellowstone_boulevard,,,http://streeteasy.com/building/novo-64
1236901,1355_first_avenue_#8fl,6995000,upper_east_side,manhattan,no_longer_available,2016-08-02 16:06:36 -0400,4,4,3135,condo,http://streeteasy.com/sale/1236901,4055.0,cats_and_dogs_allowed elevator full_time_doorman washer_dryer_in_unit children's_playroom concierge gym laundry_in_building storage_available central_air_conditioning storage_available roof_deck terrace,6_at_77th_st_0.41_miles 6_at_68th_st_0.42_miles F_at_lexington_av_0.61_miles NQR456_at_lexington_av_59_st_0.69_miles 456_at_86th_st_0.76_miles,40.7683 -73.956,2,the_charles_1355_first_avenue,2014,31,http://streeteasy.com/building/the-charles
1248476,289_cooper_avenue,1680000,bushwick,brooklyn,current,,9,6,,house,http://streeteasy.com/sale/1248476,0,,L_at_wilson_av_0.23_miles L_at_halsey_st_0.29_miles LM_at_myrtle_wyckoff_avs_0.64_miles L_at_bushwick_av_0.68_miles JZ_at_chauncey_st_0.72_miles,40.692 -73.9036,32,289_cooper_street,2002,3,http://streeteasy.com/building/289-cooper-street-brooklyn
1235122,325_henry_street_#3a,1995000,cobble_hill,brooklyn,in_contract,,2,2,1250,condo,http://streeteasy.com/sale/1235122,1534.0,elevator pets_allowed garage_parking parking_available,R2345_at_court_st_0.33_miles R2345_at_borough_hall_0.39_miles FG_at_bergen_st_0.4_miles 23_at_clark_st_0.52_miles ACFR_at_jay_st_metrotech_0.54_miles,40.6904 -73.9961,15,325_henry_street,2016,8,http://streeteasy.com/building/325-henry-street-brooklyn
1238319,345_east_77th_street_#2i,289000,upper_east_side,manhattan,in_contract,,studio,1,,co_op,http://streeteasy.com/sale/1238319,606.0,cats_and_dogs_allowed elevator co_purchase_allowed guarantors_allowed parents_buying_allowed pied_a_terre_allowed sublets_allowed bike_room garage_parking laundry_in_building live_in_super storage_available patio,6_at_77th_st_0.32_miles 456_at_86th_st_0.54_miles 6_at_68th_st_0.58_miles F_at_lexington_av_0.8_miles NQR456_at_lexington_av_59_st_0.91_miles,40.7715 -73.9542,2,345_east_77th_street,1920,60,http://streeteasy.com/building/345-east-77-street-new_york
1247983,35_52_steinway_street_#20,7365000,long_island_city,queens,current,,36,20,,resale,http://streeteasy.com/sale/1247983,0,live_in_super,MR_at_36th_st_0.3_miles MR_at_steinway_st_0.35_miles NQ_at_36_av_washington_av_0.39_miles NQ_at_39_av_beebe_av_0.5_miles MR_at_46th_st_0.52_miles,40.7539 -73.9235,30,35_52_steinway_street,1912,20,http://streeteasy.com/building/35_52-steinway-street-queens
1234941,2_sutton_place_south_#2g,800000,sutton_place,manhattan,current,,1,1,,co_op,http://streeteasy.com/sale/1234941,1337.0,cats_and_dogs_allowed elevator full_time_doorman washer_dryer_in_unit pied_a_terre_allowed bike_room gym live_in_super fireplace roof_deck,NQR456_at_lexington_av_59_st_0.43_miles EM6_at_lexington_av_53_st_0.5_miles EM6_at_51st_st_0.57_miles F_at_lexington_av_0.6_miles 6_at_68th_st_0.76_miles,40.7572 -73.9612,2,2_sutton_place_south,1938,127,http://streeteasy.com/building/2-sutton-place-south-new_york
1231572,337_east_62nd_street_#4c,2100000,lenox_hill,manhattan,current,,3,3,1405,condo,http://streeteasy.com/sale/1231572,4851.0,doorman elevator pets_allowed washer_dryer_in_unit bike_room storage_available balcony roof_deck,NQR456_at_lexington_av_59_st_0.25_miles F_at_lexington_av_0.32_miles 6_at_68th_st_0.42_miles EM6_at_lexington_av_53_st_0.54_miles NQR_at_5th_av_0.61_miles,40.7621 -73.9616,2,337_east_62nd_street,2013,22,http://streeteasy.com/building/337-east-62-street-new_york
1240391,3_east_77th_street_#11b,4400000,upper_east_side,manhattan,in_contract,,3,3,,co_op,http://streeteasy.com/sale/1240391,5898.0,cats_and_dogs_allowed elevator full_time_doorman pied_a_terre_allowed gym,6_at_77th_st_0.28_miles 456_at_86th_st_0.52_miles 6_at_68th_st_0.55_miles BC_at_81st_st_0.57_miles BC_at_72nd_st_0.68_miles,40.7757 -73.9641,2,3_east_77th_street,1927,68,http://streeteasy.com/building/3-east-77-street-new_york
1239286,721_fifth_avenue_#39b,3995000,midtown,manhattan,current,,2,2,1587,condo,http://streeteasy.com/sale/1239286,5258.0,elevator full_time_doorman concierge gym live_in_super parking_available community_recreation_facilities garden,EM_at_5th_av_0.17_miles F_at_57th_st_0.21_miles NQR_at_5th_av_0.22_miles EM6_at_lexington_av_53_st_0.33_miles EM6_at_51st_st_0.37_miles,40.7623 -73.974,2,trump_tower_721_fifth_avenue,1983,238,http://streeteasy.com/building/trump-tower
1240827,345_east_73rd_street_#2e,699000,upper_east_side,manhattan,in_contract,,2,1,,co_op,http://streeteasy.com/sale/1240827,1953.0,cats_and_dogs_allowed elevator full_time_doorman co_purchase_allowed guarantors_allowed parents_buying_allowed pied_a_terre_allowed sublets_allowed bike_room garage_parking laundry_in_building live_in_super parking_available storage_available dishwasher storage_available deck roof_deck,6_at_77th_st_0.37_miles 6_at_68th_st_0.42_miles F_at_lexington_av_0.62_miles NQR456_at_lexington_av_59_st_0.71_miles 456_at_86th_st_0.72_miles,40.7689 -73.9561,2,345_east_73rd_street,1961,143,http://streeteasy.com/building/345-east-73-street-new_york
1231750,133_mulberry_street_#6a,2550000,little_italy,manhattan,no_longer_available,2016-10-17 16:07:11 -0400,2,2,1544,condo,http://streeteasy.com/sale/1231750,0,doorman bike_room storage_available roof_deck,JNQRZ6_at_canal_st_0.22_miles BD_at_grand_st_0.23_miles JZ_at_bowery_0.25_miles 6_at_spring_st_0.25_miles NR_at_prince_st_0.38_miles,40.7186 -73.9979,2,133_mulberry_street,1893,18,http://streeteasy.com/building/133-mulberry-street-new_york
1237045,580_east_89th_street,849500,canarsie,brooklyn,current,,3,1,,resale,http://streeteasy.com/sale/1237045,0,garage_parking,L_at_rockaway_parkway_0.47_miles L_at_east_105th_st_0.85_miles L_at_new_lots_av_1.27_miles 3_at_saratoga_av_1.32_miles 3_at_rockaway_av_1.37_miles,40.6427 -73.9105,18,580_east_89th_street,1910,2,http://streeteasy.com/building/580-east-89-street-brooklyn
1233461,30_west_street_#23f,3995000,battery_park_city,manhattan,sold,2016-10-07 00:00:00 -0400,3,3.5,2097,condo,http://streeteasy.com/sale/1233461,5092.0,cats_and_dogs_allowed elevator full_time_doorman washer_dryer_in_unit bike_room children's_playroom concierge gym green_building live_in_super parking_available community_recreation_facilities storage_available dishwasher balcony,1_at_rector_st_0.24_miles R_at_rector_st_0.25_miles 45_at_bowling_green_0.26_miles 45_at_wall_st_0.3_miles JZ_at_broad_st_0.34_miles,40.7067 -74.0176,2,millennium_tower_residences_30_west_street,2006,233,http://streeteasy.com/building/millennium-tower-residences
1233473,171_east_84th_#15g,4349000,upper_east_side,manhattan,current,,3,3,2400,resale,http://streeteasy.com/sale/1233473,4966.0,cats_and_dogs_allowed elevator full_time_doorman washer_dryer_in_unit bike_room children's_playroom concierge gym laundry_in_building live_in_super package_room parking_available swimming_pool storage_available dishwasher balcony roof_deck terrace,456_at_86th_st_under_500_feet 6_at_77th_st_0.39_miles 6_at_96th_st_0.58_miles 6_at_68th_st_0.84_miles BC_at_86th_st_0.91_miles,40.7779 -73.9552,2,evans_tower_condominium_171_east_84th_street,1987,219,http://streeteasy.com/building/evans-tower-condominium
1240647,162_east_91st_street_#2c,1175000,carnegie_hill,manhattan,in_contract,,3,2,,co_op,http://streeteasy.com/sale/1240647,2424.0,cats_and_dogs_allowed parents_buying_allowed laundry_in_building central_air_conditioning dishwasher garden patio,456_at_86th_st_0.24_miles 6_at_96th_st_0.26_miles 6_at_103rd_st_0.62_miles 6_at_77th_st_0.7_miles BC_at_86th_st_0.92_miles,40.7821 -73.9526,2,162_east_91st_street,1941,22,http://streeteasy.com/building/162-east-91-street-new_york
1242110,83_05_98th_street_#4t,128888,woodhaven,queens,current,,1,1,,co_op,http://streeteasy.com/sale/1242110,395.0,elevator pets_allowed,JZ_at_woodhaven_blvd_0.46_miles JZ_at_104th_st_102nd_st_0.6_miles J_at_forest_parkway_85th_st_0.64_miles J_at_111th_st_0.84_miles JZ_at_elderts_lane_75th_st_0.96_miles,40.7002 -73.8524,24,83_55_woodhaven_boulevard,1954,390,http://streeteasy.com/building/83_55-woodhaven-boulevard-queens
1235417,71_34_171st_street,889000,hillcrest,queens,current,,3,3,,resale,http://streeteasy.com/sale/1235417,607.0,laundry_in_building parking_available garden,F_at_169th_st_1.35_miles F_at_179th_st_1.43_miles F_at_parsons_blvd_1.54_miles F_at_sutphin_blvd_1.75_miles EF_at_van_wyck_blvd_1.75_miles,40.7296 -73.799,,71_34_171st_street,1955,,http://streeteasy.com/other_property/71_34-171-street-queens
1243424,55_tiemann_place_#23,635000,morningside_heights,manhattan,current,,2,1,908,sponsor_unit,http://streeteasy.com/sale/1243424,999.0,elevator laundry_in_building live_in_super storage_available virtual_doorman,1_at_125th_st_under_500_feet 1_at_137th_st_0.46_miles ACBD_at_125th_st_0.51_miles BC_at_135th_st_0.62_miles 1_at_116th_st_0.62_miles,40.8158 -73.9595,5,55_tiemann_place,1926,62,http://streeteasy.com/building/55-tiemann-place-new_york
1247835,260_west_end_avenue_#14c_d,2195000,lincoln_square,manhattan,current,,4,3,,co_op,http://streeteasy.com/sale/1247835,5230.0,cats_and_dogs_allowed elevator full_time_doorman washer_dryer_in_unit parents_buying_allowed bike_room laundry_in_building live_in_super storage_available storage_available,123_at_72nd_st_0.14_miles 1_at_79th_st_0.37_miles 1_at_66th_st_0.43_miles BC_at_72nd_st_0.49_miles BC_at_81st_st_0.58_miles,40.7794 -73.9843,3,260_west_end_avenue,1925,75,http://streeteasy.com/building/260-west-end-avenue-new_york
1238832,1809_emmons_avenue_#5b,1068000,sheepshead_bay,brooklyn,in_contract,,3,2,1562,condo,http://streeteasy.com/sale/1238832,596.0,doorman pets_allowed washer_dryer_in_unit garage_parking swimming_pool balcony roof_deck,BQ_at_sheepshead_bay_0.26_miles BQ_at_brighton_beach_0.76_miles BQ_at_neck_rd_0.82_miles Q_at_ocean_parkway_1.07_miles BQ_at_av_u_1.1_miles,40.5837 -73.9501,22,1821_emmons_avenue,2015,50,http://streeteasy.com/building/1821-emmons-avenue-brooklyn
1241592,166_langham_street,1150000,manhattan_beach,brooklyn,no_longer_available,2016-09-20 12:17:25 -0400,4,2.5,2105,multi_family,http://streeteasy.com/sale/1241592,0,washer_dryer_in_unit garage_parking parking_available storage_available dishwasher balcony deck garden patio terrace,BQ_at_sheepshead_bay_0.83_miles BQ_at_brighton_beach_1.1_miles BQ_at_neck_rd_1.32_miles BQ_at_av_u_1.57_miles,40.5792 -73.9411,22,166_langham_street,1940,2,http://streeteasy.com/building/166-langham-street-brooklyn
1236700,144_11_south_dr_#1,2500000,malba,queens,current,,3,2,14000,house,http://streeteasy.com/sale/1236700,9444.0,,,40.7901 -73.8258,25,144_11_south_drive,1950,,http://streeteasy.com/building/144_11-south-drive-queens
1242000,1311_stadium_avenue,569999,country_club,bronx,current,,3,3,,resale,http://streeteasy.com/sale/1242000,0,,6_at_buhre_av_0.83_miles 6_at_middletown_rd_0.91_miles 6_at_pelham_bay_park_0.95_miles 6_at_westchester_square_1.2_miles,40.8395 -73.8199,8,1311_stadium_avenue,1930,,http://streeteasy.com/building/1311-stadium-avenue-bronx
1242929,415_argyle_road_#6w,420000,ditmas_park,brooklyn,in_contract,,1,1,,co_op,http://streeteasy.com/sale/1242929,609.0,cats_only_no_dogs elevator bike_room live_in_super parking_available community_recreation_facilities patio,BQ_at_cortelyou_rd_0.16_miles BQ_at_newkirk_av_0.34_miles BQ_at_beverly_rd_0.35_miles BQ_at_av_h_0.69_miles BQ_at_church_av_0.71_miles,40.6393 -73.9657,22,415_argyle_road,1961,114,http://streeteasy.com/building/415-argyle-road-brooklyn
1230081,112_02_northern_boulevard_#6g,665000,north_corona,queens,current,,2,2,1211,condo,http://streeteasy.com/sale/1230081,590.0,doorman elevator pets_allowed garage_parking gym parking_available swimming_pool waterfront deck garden roof_deck,7_at_111th_st_0.43_miles 7_at_103rd_st_0.61_miles 7_at_willets_point_0.64_miles LIRR_at_mets_willets_point_0.8_miles 7_at_junction_blvd_0.86_miles,40.7578 -73.8573,,sage_house_112_02_northern_boulevard,2014,,http://streeteasy.com/building/sage-house
1236977,157_west_57th_street_#46c,19700000,midtown,manhattan,current,,4,4.5,3466,sponsor_unit,http://streeteasy.com/sale/1236977,6538.0,elevator full_time_doorman pets_allowed washer_dryer_in_unit bike_room cold_storage concierge gym media_room parking_available swimming_pool storage_available,NQR_at_57th_st_under_500_feet F_at_57th_st_0.14_miles BDE_at_7th_av_0.22_miles ACBD1_at_59th_st_columbus_circle_0.22_miles NQR_at_5th_av_0.35_miles,40.7654 -73.9791,2,one57_157_west_57th_street,2013,94,http://streeteasy.com/building/one57-condominium
1231446,288_lexington_avenue_#9a,580000,murray_hill,manhattan,sold,2016-07-15 00:00:00 -0400,1,1,,co_op,http://streeteasy.com/sale/1231446,997.0,cats_and_dogs_allowed elevator part_time_doorman guarantors_allowed parents_buying_allowed pied_a_terre_allowed sublets_allowed laundry_in_building live_in_super dishwasher,6_at_33rd_st_0.21_miles S4567_at_grand_central_0.26_miles S4567_at_42_street_grand_central_0.27_miles BDFM7_at_5th_av_0.39_miles 6_at_28th_st_0.43_miles,40.7481 -73.9788,2,288_lexington_avenue,1955,99,http://streeteasy.com/building/288-lexington-avenue-new_york
1237449,70_little_west_street_#4b,2195000,battery_park_city,manhattan,no_longer_available,2016-10-26 23:17:57 -0400,2,2,1311,resale,http://streeteasy.com/sale/1237449,3575.0,cats_and_dogs_allowed elevator full_time_doorman washer_dryer_in_unit bike_room children's_playroom concierge garage_parking gym laundry_in_building green_building live_in_super parking_available swimming_pool community_recreation_facilities storage_available dishwasher hot_tub garden roof_deck,1_at_rector_st_0.22_miles R_at_rector_st_0.23_miles 45_at_bowling_green_0.25_miles 45_at_wall_st_0.27_miles JZ_at_broad_st_0.32_miles,40.7069 -74.0172,2,the_visionaire_70_little_west_street,2008,247,http://streeteasy.com/building/the-visionaire
1245540,212_fifth_avenue_#9c,4600000,nomad,manhattan,in_contract,,2,2.5,1538,condo,http://streeteasy.com/sale/1245540,3219.0,doorman elevator bike_room dishwasher,NR_at_28th_st_0.12_miles NR_at_23rd_st_0.16_miles FM_at_23rd_st_0.2_miles PATH_at_23rd_street_station_0.22_miles 6_at_28th_st_0.23_miles,40.7434 -73.9887,2,212_fifth_avenue,1912,48,http://streeteasy.com/building/212-5-avenue-new_york
1240280,258_saint_nicholas_avenue_#2b,1595000,south_harlem,manhattan,in_contract,,2,2,1665,condo,http://streeteasy.com/sale/1240280,1154.0,cats_and_dogs_allowed elevator full_time_doorman washer_dryer_in_unit bike_room concierge live_in_super storage_available loft deck patio roof_deck,ACBD_at_125th_st_under_500_feet BC_at_116th_st_0.38_miles 23_at_125th_st_0.39_miles 1_at_125th_st_0.5_miles 23_at_116th_st_0.54_miles,40.8093 -73.9526,5,dwyer_condominium_258_saint_nicholas_avenue,2006,52,http://streeteasy.com/building/dwyer-condominium
1241346,250_east_53rd_street_#1202,2595000,turtle_bay,manhattan,current,,2,2,1350,condo,http://streeteasy.com/sale/1241346,2217.0,cats_and_dogs_allowed elevator full_time_doorman washer_dryer_in_unit bike_room children's_playroom concierge garage_parking gym live_in_super parking_available community_recreation_facilities storage_available central_air_conditioning dishwasher storage_available garden,EM6_at_lexington_av_53_st_0.19_miles EM6_at_51st_st_0.24_miles NQR456_at_lexington_av_59_st_0.37_miles EM_at_5th_av_0.51_miles F_at_lexington_av_0.56_miles,40.7568 -73.9676,2,the_veneto_250_east_53rd_street,2006,135,http://streeteasy.com/building/the-veneto
1235827,200_e_24th_street_#507,595000,kips_bay,manhattan,in_contract,,1,1,,co_op,http://streeteasy.com/sale/1235827,1302.0,cats_and_dogs_allowed elevator full_time_doorman co_purchase_allowed guarantors_allowed parents_buying_allowed pied_a_terre_allowed sublets_allowed bike_room laundry_in_building live_in_super dishwasher deck roof_deck,6_at_23rd_st_0.22_miles 6_at_28th_st_0.32_miles NR_at_23rd_st_0.37_miles L_at_3rd_av_0.47_miles 6_at_33rd_st_0.51_miles,40.7391 -73.9826,2,200_east_24th_street,1972,165,http://streeteasy.com/building/200-east-24-street-new_york
1243563,108_neptune_avenue_#4h,580000,brighton_beach,brooklyn,current,,2,2,1025,condo,http://streeteasy.com/sale/1243563,465.0,elevator pets_allowed washer_dryer_in_unit garage_parking parking_available dishwasher waterfront balcony,BQ_at_sheepshead_bay_0.29_miles BQ_at_brighton_beach_0.4_miles Q_at_ocean_parkway_0.69_miles BQ_at_neck_rd_0.89_miles F_at_neptune_av_van_siclen_0.92_miles,40.5822 -73.9575,21,108_neptune_avenue,2009,44,http://streeteasy.com/building/108-neptune-avenue-brooklyn
1248688,1236_east_73rd_street,999000,bergen_beach,brooklyn,current,,9,3+,3208,resale,http://streeteasy.com/sale/1248688,0,,L_at_rockaway_parkway_1.44_miles L_at_east_105th_st_1.88_miles,40.6263 -73.913,22,1238_east_73rd_street,1970,3,http://streeteasy.com/building/1238-east-73-street-brooklyn
1230433,363_east_76th_street_#14a,899000,upper_east_side,manhattan,no_longer_available,2016-07-11 16:03:36 -0400,1,1,,co_op,http://streeteasy.com/sale/1230433,1532.0,cats_and_dogs_allowed elevator full_time_doorman co_purchase_allowed bike_room garage_parking live_in_super storage_available balcony deck roof_deck,6_at_77th_st_0.33_miles 6_at_68th_st_0.55_miles 456_at_86th_st_0.59_miles F_at_lexington_av_0.77_miles NQR456_at_lexington_av_59_st_0.86_miles,40.7708 -73.9544,2,sherman_towers_363_east_76th_street,1963,215,http://streeteasy.com/building/sherman-towers
1236131,189_schermerhorn_street_#25c,825000,downtown_brooklyn,brooklyn,sold,2016-10-18 00:00:00 -0400,1,1,616,condo,http://streeteasy.com/sale/1236131,900.0,cats_and_dogs_allowed elevator full_time_doorman bike_room concierge garage_parking gym laundry_in_building live_in_super parking_available community_recreation_facilities roof_deck,23_at_hoyt_st_under_500_feet ACG_at_hoyt_&_schermerhorn_0.13_miles ACFR_at_jay_st_metrotech_0.19_miles BQR_at_dekalb_av_0.27_miles FG_at_bergen_st_0.29_miles,40.6894 -73.9864,15,be@schermerhorn_189_schermerhorn_street,2007,246,http://streeteasy.com/building/beschermerhorn-condominium
1232784,50_park_terrace_west_#3h,340000,inwood,manhattan,in_contract,,1,1,,co_op,http://streeteasy.com/sale/1232784,853.0,cats_and_dogs_allowed elevator bike_room live_in_super storage_available,1_at_215th_st_0.17_miles A_at_207th_st_0.28_miles 1_at_207th_st_0.45_miles 1_at_225th_st_0.47_miles A_at_dyckman_st_200th_st_0.62_miles,40.8706 -73.9179,6,50_park_terrace_west,1925,50,http://streeteasy.com/building/50-park-terrace-west-manhattan
1235361,169_19_foch_boulevard,399999,south_jamaica,queens,current,,3,2,1384,house,http://streeteasy.com/sale/1235361,296.0,washer_dryer_in_unit garage_parking gym parking_available swimming_pool fireplace hot_tub garden patio,LIRR_at_saint_albans_0.71_miles LIRR_at_locust_manor_1.01_miles EJZ_at_parsons_blvd_archer_av_1.62_miles LIRR_at_hollis_1.74_miles F_at_169th_st_1.87_miles,40.6863 -73.7773,,169_19_foch_boulevard,1935,,http://streeteasy.com/other_property/169_19-foch-boulevard-queens
