max_depth,num_rounds_boosting,train_mse,val_mse
10,62,0.137637,0.210824
10,63,0.136833,0.210504
10,64,0.136011,0.21147
10,65,0.135389,0.21139
10,66,0.134829,0.211127
10,67,0.134528,0.211146
10,68,0.134255,0.211122
10,69,0.133802,0.211043
10,70,0.133269,0.210683
10,71,0.133195,0.210639
10,72,0.132522,0.210568
10,73,0.132159,0.210458
10,74,0.131581,0.210224
10,75,0.13117,0.210153
10,76,0.130701,0.209921
10,77,0.130557,0.209926
10,78,0.130181,0.210015
10,79,0.129904,0.210038
10,80,0.129343,0.209729
10,81,0.128957,0.20974
10,82,0.12884,0.209696
10,83,0.128485,0.209733
10,84,0.128263,0.20967
10,85,0.127861,0.209649
10,86,0.127238,0.209415
10,87,0.126606,0.209392
10,88,0.126236,0.209413
10,89,0.125851,0.209477
10,90,0.125688,0.209547
10,91,0.125502,0.209617
10,92,0.125044,0.209485
10,93,0.124683,0.209554
10,94,0.124327,0.209653
10,95,0.124022,0.209578
10,96,0.123899,0.210126
10,97,0.12371,0.210016
10,98,0.126606,0.209392
