max_depth,num_rounds_boosting,train_mse,val_mse
4,1,0.730886496561,0.727989487729
4,2,0.470246205025,0.468740145316
4,3,0.331588250569,0.33189121
4,4,0.255506997529,0.2567246224
4,5,0.213364543396,0.215337762025
4,6,0.187463886841,0.190068097024
4,7,0.168777180625,0.171761342481
4,8,0.157142473744,0.160374619024
4,9,0.149529929481,0.153091430361
4,10,0.144570290176,0.148293537921
4,11,0.140826822361,0.144549758809
4,12,0.137553457924,0.141196329121
4,13,0.134785905424,0.138447991396
4,14,0.132151152676,0.135972875025
4,15,0.129577680961,0.133351319929
4,16,0.126905512644,0.130693095225
4,17,0.124960836004,0.128762557225
4,18,0.123010831441,0.126675487225
4,19,0.121680973584,0.125458348401
4,20,0.120419410225,0.124380360976
4,21,0.119272148164,0.123169412025
4,22,0.117929054464,0.121759821481
4,23,0.1161310084,0.1199860321
4,24,0.115306426624,0.119148542041
4,25,0.114436064656,0.118423392129
4,26,0.113767917025,0.117791044849
4,27,0.112320830449,0.1163901456
4,28,0.111745792656,0.115882372225
4,29,0.110877012324,0.114956258704
4,30,0.110016265969,0.114112893636
4,31,0.109360505809,0.113389786756
4,32,0.108872941681,0.112980687876
4,33,0.108465494281,0.112644140625
4,34,0.107860353241,0.112036139524
4,35,0.1071056529,0.111357024804
4,36,0.106537612801,0.110877678289
4,37,0.105498288025,0.109827948409
4,38,0.104097214881,0.108611770969
4,39,0.103723931844,0.108255476484
4,40,0.103350676324,0.107911593001
4,41,0.102919697721,0.107530870561
4,42,0.102524197636,0.107184866881
4,43,0.101973564889,0.106632290116
4,44,0.101434606144,0.106105896121
4,45,0.100969511049,0.105663353481
4,46,0.100658349289,0.105431388804
4,47,0.100185543441,0.105002569681
4,48,0.099761854201,0.104617961809
4,49,0.099352300804,0.104237933881
4,50,0.099022243684,0.103968198481
4,51,0.0984327876,0.1033301025
4,52,0.098105515524,0.103068607849
4,53,0.097821945225,0.102797825641
4,54,0.097413276321,0.102418560841
4,55,0.096981170724,0.101914816081
4,56,0.096623370649,0.101533361449
4,57,0.096378581601,0.101461997961
4,58,0.096163250404,0.101311070436
4,59,0.095965507089,0.101150713764
4,60,0.095625048289,0.100838637601
4,61,0.095138934916,0.100364140809
4,62,0.0947162176,0.099978645636
4,63,0.094266192784,0.099557918784
4,64,0.093713127876,0.099044901796
4,65,0.093387692836,0.098786375809
4,66,0.092767758084,0.098140599076
4,67,0.092556501361,0.097957732324
4,68,0.092392289521,0.097857603684
4,69,0.092192998689,0.097728138225
4,70,0.091935697681,0.097479455089
4,71,0.091765979041,0.097347744036
4,72,0.091564944409,0.09721924
4,73,0.091322422416,0.097059040849
4,74,0.091015045969,0.096847929616
4,75,0.090711801856,0.096616532224
4,76,0.090247970569,0.096165731236
4,77,0.090070213689,0.096015078769
4,78,0.089703245025,0.0956231929
4,79,0.089310724801,0.095261736025
4,80,0.089061061761,0.095004499984
4,81,0.088862417604,0.094805489025
4,82,0.088558022569,0.094520583364
4,83,0.088224444676,0.094180244544
4,84,0.088089646401,0.094031156025
4,85,0.088016648976,0.093974128704
4,86,0.087691792384,0.093668438809
4,87,0.087381133609,0.093394416025
4,88,0.087201499401,0.093217859856
4,89,0.086941240164,0.092974986724
4,90,0.0864830464,0.092543115681
4,91,0.086296112644,0.092408704144
4,92,0.086114076304,0.0922519129
4,93,0.085975036225,0.092091613156
4,94,0.085850758009,0.091979971524
4,95,0.085623538225,0.091739323225
4,96,0.085524078025,0.091677545089
4,97,0.085356881281,0.091546789489
4,98,0.085218454084,0.091526216089
4,99,0.085000236304,0.091299456964
4,100,0.084906383769,0.091249305625
6,1,0.702145119481,0.6999832225
6,2,0.432312825025,0.432348331024
6,3,0.290632044609,0.2924754561
6,4,0.218619834624,0.2217373921
6,5,0.176160681225,0.180231664369
6,6,0.153923613561,0.158661212329
6,7,0.137989217961,0.14295961
6,8,0.129133859904,0.134539305616
6,9,0.123107651689,0.128943473569
6,10,0.116801264644,0.122856559081
